Family,Domain,Seed groups,Full region groups,Rfam ID,Description,RNA type
RF00332,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.86%), Eukaryota:Fungi (0.14%)",snoZ266,Small nucleolar RNA Z266,Gene; snRNA; snoRNA; CD-box;
RF00333,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.16%), Eukaryota:Stramenopiles (0.24%), Eukaryota:Metazoa (0.12%)",snoZ157,Small nucleolar RNA Z157/R69/R10,Gene; snRNA; snoRNA; CD-box;
RF00336,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoJ26,Small nucleolar RNA J26,Gene; snRNA; snoRNA; CD-box;
RF00337,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.77%), Eukaryota:Metazoa (0.23%)",snoZ112,Small nucleolar RNA Z112,Gene; snRNA; snoRNA; CD-box;
RF00339,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR60,Small nucleolar RNA snoR60,Gene; snRNA; snoRNA; CD-box;
RF00343,Eukaryota/Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (78.26%), Eukaryota:Fungi (21.74%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.32%), Eukaryota:Fungi (1.34%), Eukaryota:Metazoa (0.97%)",snoZ122,Small nucleolar RNA Z122,Gene; snRNA; snoRNA; CD-box;
RF00344,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.81%), Eukaryota:Metazoa (0.19%)",snoZ267,Small nucleolar RNA Z267,Gene; snRNA; snoRNA; CD-box;
RF00345,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR1,Small nucleolar RNA snoR1,Gene; snRNA; snoRNA; CD-box;
RF00348,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR9_plant,Small nucleolar RNA snoR9,Gene; snRNA; snoRNA; CD-box;
RF00349,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR11,Small nucleolar RNA R11/Z151,Gene; snRNA; snoRNA; CD-box;
RF00350,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ152,Small nucleolar RNA Z152/R70/R12/,Gene; snRNA; snoRNA; CD-box;
RF00351,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.98%), Eukaryota:Metazoa (1.02%)",snoR20,Small nucleolar RNA R20,Gene; snRNA; snoRNA; CD-box;
RF00352,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.79%), Eukaryota:Metazoa (0.21%)",snoR21,Small nucleolar RNA R21,Gene; snRNA; snoRNA; CD-box;
RF00353,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR31_Z110_Z27,Small nucleolar RNA snoR31/Z110/Z27,Gene; snRNA; snoRNA; CD-box;
RF00355,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR28,Small nucleolar RNA snoR28,Gene; snRNA; snoRNA; CD-box;
RF00356,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR32_R81,Small nucleolar RNA R32/R81/Z41,Gene; snRNA; snoRNA; CD-box;
RF00357,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR44_J54,Small nucleolar RNA R44/J54/Z268 family,Gene; snRNA; snoRNA; CD-box;
RF00358,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.91%), Eukaryota:Metazoa (0.09%)",snoZ101,Small nucleolar RNA Z101,Gene; snRNA; snoRNA; CD-box;
RF00359,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ102_R77,Small nucleolar RNA Z102/R77,Gene; snRNA; snoRNA; CD-box;
RF00360,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ107_R87,Small nucleolar RNA Z107/R87,Gene; snRNA; snoRNA; CD-box;
RF00361,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ119,Small nucleolar RNA Z119,Gene; snRNA; snoRNA; CD-box;
RF00441,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoZ242,Small nucleolar RNA Z242,Gene; snRNA; snoRNA; CD-box;
RF00445,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.62%), Eukaryota:Metazoa (0.38%)",MIR399,mir-399 microRNA precursor family,Gene; miRNA;
RF00451,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.68%), Eukaryota:Metazoa (1.11%), Eukaryota:Alveolata (0.21%)",MIR395,mir-395 microRNA precursor family,Gene; miRNA;
RF00452,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR172,mir-172 microRNA precursor family,Gene; miRNA;
RF00482,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoF1_F2,Small nucleolar RNA F1/F2/snoR5a,Gene; snRNA; snoRNA; HACA-box;
RF00547,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (94.62%), Eukaryota:Viridiplantae (5.38%)",IRES_TrkB,TrkB IRES,Cis-reg; IRES;
RF00548,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (83.33%), Eukaryota:Viridiplantae (9.72%), Eukaryota:Fungi (2.78%)","Eukaryota (100.00%), Eukaryota:Metazoa (73.14%), Eukaryota:Viridiplantae (22.58%), Eukaryota:Fungi (2.47%), Eukaryota:Stramenopiles (0.46%), Eukaryota:Alveolata (0.15%), Eukaryota:Amoebozoa (0.12%)",U11,U11 spliceosomal RNA,Gene; snRNA; splicing;
RF00619,Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (79.03%), Eukaryota:Viridiplantae (12.90%), Eukaryota:Fungi (3.23%)","Eukaryota (99.99%), Eukaryota:Metazoa (80.90%), Eukaryota:Viridiplantae (17.60%), Eukaryota:Fungi (0.90%), Eukaryota:Stramenopiles (0.13%), Eukaryota:Alveolata (0.04%), Eukaryota:Amoebozoa (0.02%), Bacteria (0.01%)",U6atac,U6atac minor spliceosomal RNA,Gene; snRNA; splicing;
RF00638,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR159,MIR159 microRNA precursor family,Gene; miRNA;
RF00640,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR167,MIR167 microRNA precursor family,Gene; miRNA;
RF00643,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.78%), Eukaryota:Metazoa (0.22%)",MIR171_1,MIR171_1 microRNA precursor family,Gene; miRNA;
RF00645,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.66%), Eukaryota:Metazoa (0.32%), Eukaryota:Fungi (0.02%)",MIR169_2,MIR169_2 microRNA precursor family,Gene; miRNA;
RF00647,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR164,MIR164 microRNA precursor family,Gene; miRNA;
RF00648,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR396,MIR396 microRNA precursor family,Gene; miRNA;
RF00652,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR478,MIR478 microRNA precursor family,Gene; miRNA;
RF00677,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR168,MIR168 microRNA precursor family,Gene; miRNA;
RF00688,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR394,MIR394 microRNA precursor family,Gene; miRNA;
RF00689,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR390,MIR390 microRNA precursor family,Gene; miRNA;
RF00690,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.33%), Eukaryota:Metazoa (0.67%)",MIR408,MIR408 microRNA precursor family,Gene; miRNA;
RF00692,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR171_2,MIR171_2 microRNA precursor family,Gene; miRNA;
RF00695,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.84%), Eukaryota:Fungi (0.16%)",MIR398,MIR398 microRNA precursor family,Gene; miRNA;
RF00704,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (94.76%), Eukaryota:Metazoa (5.04%)",MIR397,MIR397 microRNA precursor family,Gene; miRNA;
RF00713,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (92.59%), Eukaryota:Viridiplantae (5.56%), Eukaryota:Alveolata (1.85%)",mir-239,mir-239 microRNA precursor family,Gene; miRNA;
RF00714,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR535,MIR535 microRNA precursor family,Gene; miRNA;
RF00721,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (86.84%), Eukaryota:Metazoa (13.16%)",MIR475,MIR475 microRNA precursor family,Gene; miRNA;
RF00739,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR476,MIR476 microRNA precursor family,Gene; miRNA;
RF00742,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR162_1,MIR162_1 microRNA precursor family,Gene; miRNA;
RF00747,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (93.88%), Eukaryota:Viridiplantae (6.12%)",mir-283,mir-283 microRNA precursor family,Gene; miRNA;
RF00768,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR405,MIR405 microRNA precursor family,Gene; miRNA;
RF00778,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.94%), Eukaryota:Metazoa (1.06%)",MIR473,MIR473 microRNA precursor family,Gene; miRNA;
RF00779,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (84.06%), Eukaryota:Metazoa (15.94%)",MIR474,MIR474 microRNA precursor family,Gene; miRNA;
RF00780,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (96.83%), Eukaryota:Metazoa (3.17%)",MIR477,MIR477 microRNA precursor family,Gene; miRNA;
RF00782,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (99.90%), Eukaryota:Viridiplantae (94.10%), Eukaryota:Metazoa (5.67%), Eukaryota:Alveolata (0.13%), Bacteria (0.10%), Bacteria:Firmicutes (0.03%), Bacteria:Bacteroidetes (0.03%)",MIR480,MIR480 microRNA precursor family,Gene; miRNA;
RF00790,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (80.00%), Eukaryota:Viridiplantae (20.00%)",mir-358,mir-358 microRNA precursor family,Gene; miRNA;
RF00837,Eukaryota+Metazoa,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (92.86%), Eukaryota:Viridiplantae (7.14%)",mir-251,microRNA mir-251 microRNA precursor family,Gene; miRNA;
RF00842,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR403,MIR403 microRNA precursor family,Gene; miRNA;
RF00845,Eukaryota+Viridiplantae/Eukaryota,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (81.48%), Eukaryota:Metazoa (18.52%)",MIR158,MIR158 microRNA precursor family,Gene; miRNA;
RF00865,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.93%), Eukaryota:Metazoa (0.07%)",MIR169_5,MIR169_5 microRNA precursor family,Gene; miRNA;
RF00883,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR820,MIR820 microRNA precursor family,Gene; miRNA;
RF00884,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR815,MIR815 microRNA precursor family,Gene; miRNA;
RF00885,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR821,MIR821 microRNA precursor family,Gene; miRNA;
RF00886,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.54%), Eukaryota:Metazoa (0.46%)",MIR807,MIR807 microRNA precursor family,Gene; miRNA;
RF00893,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR854,MIR854 microRNA precursor family,Gene; miRNA;
RF00901,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR845_1,MIR845_1 microRNA precursor family,Gene; miRNA;
RF00906,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1120,MIR1120/MIR1122 microRNA precursor family,Gene; miRNA;
RF00908,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR529,MIR529 microRNA precursor family,Gene; miRNA;
RF00912,Eukaryota+Metazoa/Eukaryota,"Eukaryota (100.00%), Eukaryota:Metazoa (100.00%)","Eukaryota (100.00%), Eukaryota:Metazoa (64.52%), Eukaryota:Viridiplantae (35.48%)",mir-877,mir-877 microRNA precursor family,Gene; miRNA;
RF00920,Eukaryota+Viridiplantae/No Data,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",No Data,MIR444,MIR444 microRNA precursor family,Gene; miRNA;
RF00925,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1027,MIR1027 microRNA precursor family,Gene; miRNA;
RF00926,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1151,MIR1151 microRNA precursor family,Gene; miRNA;
RF00943,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR824,MIR824 microRNA precursor family,Gene; miRNA;
RF00954,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1446,MIR1446 microRNA precursor family,Gene; miRNA;
RF00956,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1444,MIR1444 microRNA precursor family,Gene; miRNA;
RF00975,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR845_2,MIR845_2 microRNA precursor family,Gene; miRNA;
RF01005,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.16%), Eukaryota:Metazoa (0.84%)",MIR530,MIR530 microRNA precursor family,Gene; miRNA;
RF01026,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR828,MIR828 microRNA precursor family,Gene; miRNA;
RF01043,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",MIR1023,MIR1023 microRNA precursor family,Gene; miRNA;
RF01155,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR101,Small nucleolar RNA snoR101,Gene; snRNA; snoRNA; CD-box;
RF01163,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR64a,Small nucleolar RNA snoR64a,Gene; snRNA; snoRNA; CD-box;
RF01170,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoU61,Small nucleolar RNA U61,Gene; snRNA; snoRNA; CD-box;
RF01171,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR4,Small nucleolar RNA snoR4,Gene; snRNA; snoRNA; CD-box;
RF01178,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.63%), Eukaryota:Fungi (0.85%), Eukaryota:Metazoa (0.34%)",snoR77Y,Small nucleolar RNA snoR77Y,Gene; snRNA; snoRNA; CD-box;
RF01179,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoU83,Small nucleolar RNA U83,Gene; snRNA; snoRNA; CD-box;
RF01180,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.62%), Eukaryota:Metazoa (2.38%)",snoR110,Small nucleolar RNA snoR110,Gene; snRNA; snoRNA; HACA-box;
RF01193,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR20a,Small nucleolar RNA snoR20a,Gene; snRNA; snoRNA; CD-box;
RF01198,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR69Y,Small nucleolar RNA snoR69Y,Gene; snRNA; snoRNA; CD-box;
RF01206,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (97.94%), Eukaryota:Metazoa (2.06%)",snoR109,Small nucleolar RNA snoR109,Gene; snRNA; snoRNA; HACA-box;
RF01208,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.73%), Eukaryota:Metazoa (0.27%)",snoR99,Small nucleolar RNA snoR99,Gene; snRNA; snoRNA; HACA-box;
RF01213,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.66%), Eukaryota:Metazoa (0.34%)",snoR103,Small nucleolar RNA snoR103,Gene; snRNA; snoRNA; HACA-box;
RF01215,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.42%), Eukaryota:Metazoa (0.58%)",snoR97,Small nucleolar RNA snoR97,Gene; snRNA; snoRNA; HACA-box;
RF01219,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR100,Small nucleolar RNA snoR100,Gene; snRNA; snoRNA; HACA-box;
RF01220,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.86%), Eukaryota:Metazoa (1.14%)",snoR104,Small nucleolar RNA snoR104,Gene; snRNA; snoRNA; HACA-box;
RF01224,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR80,Small nucleolar RNA snoR80,Gene; snRNA; snoRNA; HACA-box;
RF01227,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.71%), Eukaryota:Metazoa (0.29%)",snoR83,Small nucleolar RNA snoR83,Gene; snRNA; snoRNA; HACA-box;
RF01228,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.62%), Eukaryota:Metazoa (0.38%)",snoR111,Small nucleolar RNA snoR111,Gene; snRNA; snoRNA; HACA-box;
RF01230,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR77,Small nucleolar RNA snoR77,Gene; snRNA; snoRNA; HACA-box;
RF01231,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoR74,Small nucleolar RNA snoR74,Gene; snRNA; snoRNA; HACA-box;
RF01236,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)",snoU19,Small nucleolar RNA U19,Gene; snRNA; snoRNA; HACA-box;
RF01253,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (89.86%), Eukaryota:Viridiplantae (5.80%), Eukaryota:Metazoa (2.90%), Eukaryota:Alveolata (1.45%)",snR46,Small nucleolar RNA snR46,Gene; snRNA; snoRNA; HACA-box;
RF01272,Eukaryota+Fungi/Eukaryota,"Eukaryota (100.00%), Eukaryota:Fungi (100.00%)","Eukaryota (100.00%), Eukaryota:Fungi (50.00%), Eukaryota:Metazoa (33.33%), Eukaryota:Viridiplantae (16.67%)",snR86,Small nucleolar RNA snR86,Gene; snRNA; snoRNA; HACA-box;
RF01279,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (98.44%), Eukaryota:Fungi (1.36%)",snoR53Y,Small nucleolar RNA snoR53Y,Gene; snRNA; snoRNA; CD-box;
RF01280,Eukaryota+Viridiplantae,"Eukaryota (100.00%), Eukaryota:Viridiplantae (100.00%)","Eukaryota (100.00%), Eukaryota:Viridiplantae (99.85%), Eukaryota:Metazoa (0.15%)",snoR14,Small nucleolar RNA snoR14,Gene; snRNA; snoRNA; CD-box;
